timestamp,amount_ngn,sender_account,receiver_account,device_hash,ip_address,merchant_category,location,ip_geo_region,is_fraud,predicted_fraud,fraud_probability,risk_level,recommended_action
2023-10-24 08:05:16.764105,1782534.33,9354964891,3227784144,D3584098,41.58.246.37,Data Subscription (Airtel),Port Harcourt,South South,False,1,0.57221335,CRITICAL,BLOCK
2023-10-24 08:06:15.333792,17471.39,9709024898,7425110659,D5749074,41.58.169.124,Other Transaction,Abuja,North Central,False,1,0.41252977,MEDIUM,MONITOR
2023-10-24 08:22:48.109037,110319.35,9804154397,3902303997,D4035404,105.112.163.19,SPAR Purchase,Aba,South East,False,1,0.4666045,MEDIUM,MONITOR
2023-10-24 09:09:09.267428,479530.8,9600072352,7076322408,D7903634,197.210.108.46,Arik Air Flight,Enugu,South East,False,1,0.49031705,MEDIUM,MONITOR
2023-10-24 09:09:25.660215,1357577.7,8973302413,8603227148,D7251811,197.210.32.140,Filmhouse Cinemas Ticket,Onitsha,South East,False,1,0.49177608,MEDIUM,MONITOR
2023-10-24 09:12:49.703219,191139.29,9947631538,4798668798,D8968026,105.115.37.236,Shoprite Purchase,Abuja,North Central,False,1,0.41881105,MEDIUM,MONITOR
2023-10-24 09:14:12.020128,14528.59,9432198451,1037375882,D2969431,105.114.89.44,DSTV Payment,Aba,South East,False,1,0.39012307,MEDIUM,MONITOR
2023-10-24 09:14:55.868701,36901.61,7794194611,7118972226,D3602586,41.58.158.250,Flutterwave Payment,Kano,North West,False,1,0.4615124,MEDIUM,MONITOR
2023-10-24 09:15:16.533249,510744.02,9396206021,9517370867,D5523460,105.112.170.13,Other Transaction,Ibadan,South West,False,1,0.43147007,MEDIUM,MONITOR
2023-10-24 09:16:23.283832,1051039.03,9602207398,6133648808,D3196704,197.210.27.31,Ikeja Electric Bill,Abuja,North Central,False,1,0.40706277,MEDIUM,MONITOR
2023-10-24 09:16:58.641066,568565.11,9860356553,9624914195,D1175464,41.58.255.28,Airtime Top-up (MTN),Port Harcourt,South South,False,1,0.48377672,MEDIUM,MONITOR
2023-10-24 09:30:12.110556,226301.15,9868263542,1921727097,D7923416,41.58.236.189,Church Offering,Ibadan,South West,False,1,0.6370015,CRITICAL,BLOCK
2023-10-24 09:36:15.606372,993624.17,9327044373,4869916065,D6087578,102.89.34.175,Church Offering,Lagos,South West,False,1,0.5140726,HIGH,FLAG_FOR_REVIEW
2023-10-24 09:36:51.131175,88345.82,9659655127,7318769739,D1125352,197.210.19.52,Bet9ja Stake,Kano,North West,False,1,0.46663433,MEDIUM,MONITOR
2023-10-24 09:37:03.263513,9287.24,9650866531,6214964108,D6593721,41.58.207.149,Shoprite Purchase,Kano,North West,False,1,0.39312223,MEDIUM,MONITOR
2023-10-24 09:37:26.244046,33993.3,9429828834,2715782712,D3277521,41.58.208.79,Flutterwave Payment,Kano,North West,False,1,0.45215693,MEDIUM,MONITOR
2023-10-24 09:37:35.008525,214543.23,9986886705,1178745305,D9024708,197.210.202.143,Arik Air Flight,Abuja,North Central,False,1,0.4385876,MEDIUM,MONITOR
2023-10-24 09:41:18.999946,4348639.51,9128482387,3929619703,D6664210,102.89.44.172,Church Offering,Onitsha,South East,False,1,0.5053714,HIGH,FLAG_FOR_REVIEW
2023-10-24 09:42:00.253400,1821738.58,9339011932,2623802560,D3820226,41.58.167.238,Other Transaction,Benin City,South South,False,1,0.50188583,HIGH,FLAG_FOR_REVIEW
2023-10-24 09:42:50.876759,53731.1,9791545585,4798774125,D2241909,105.113.222.242,Local Market Purchase,Kano,North West,False,1,0.45456785,MEDIUM,MONITOR
2023-10-24 09:44:29.444161,2295.25,9736052520,5830358471,D5138554,41.58.233.123,Church Offering,Onitsha,South East,False,1,0.5095062,HIGH,FLAG_FOR_REVIEW
2023-10-24 09:48:47.328150,1018407.12,8945020555,9167114285,D5274439,197.210.148.227,Airtime Top-up (MTN),Enugu,South East,False,1,0.54243386,HIGH,FLAG_FOR_REVIEW
2023-10-24 09:49:27.869193,189927.11,7393622842,4907295246,D7955645,102.89.41.152,Other Transaction,Ibadan,South West,False,1,0.4217708,MEDIUM,MONITOR
2023-10-24 09:51:34.913916,352906.34,9560372515,6053674420,D6833163,197.210.215.135,Filmhouse Cinemas Ticket,Lagos,South West,True,1,0.53617597,HIGH,FLAG_FOR_REVIEW
2023-10-24 09:54:10.689111,9258607.7,9684786367,7026414091,D6160581,197.210.211.37,Flutterwave Payment,Abuja,North Central,False,1,0.5298413,HIGH,FLAG_FOR_REVIEW
2023-10-24 09:54:55.747851,150368.88,8990395772,8559890680,D3240283,102.89.32.47,Other Transaction,Abuja,North Central,False,1,0.4111849,MEDIUM,MONITOR
2023-10-24 09:58:12.491959,3325401.92,9284937780,2177990992,D4014730,41.58.137.232,Konga Order,Ibadan,South West,False,1,0.48136118,MEDIUM,MONITOR
2023-10-24 09:59:23.532478,87956.73,9911079437,9678335351,D1366066,102.89.40.132,Konga Order,Lagos,South West,False,1,0.518988,HIGH,FLAG_FOR_REVIEW
2023-10-24 10:01:44.027627,49965.22,9736879559,7691749041,D3814314,41.58.181.133,Data Subscription (Airtel),Kano,North West,False,1,0.5876482,CRITICAL,BLOCK
2023-10-24 10:04:10.296520,1984.06,9652377426,7154994594,D3697770,105.113.74.194,Paystack Payment,Port Harcourt,South South,False,1,0.46655595,MEDIUM,MONITOR
2023-10-24 10:04:14.966981,30017.8,8972701590,8870115959,D7727364,102.89.45.96,ATM Withdrawal,Ibadan,South West,False,1,0.4351881,MEDIUM,MONITOR
2023-10-24 10:05:33.201695,1350596.26,9015888739,6886229813,D6105823,197.210.108.17,ABC Transport Ticket,Lagos,South West,False,1,0.43124333,MEDIUM,MONITOR
2023-10-24 10:05:40.951656,111254.3,9853755713,3013750851,D3041052,102.89.36.203,Other Transaction,Enugu,South East,False,1,0.6018829,CRITICAL,BLOCK
2023-10-24 10:07:18.869291,34253.23,9183596843,4214739746,D1944111,197.210.35.56,Paystack Payment,Port Harcourt,South South,False,1,0.46714196,MEDIUM,MONITOR
2023-10-24 10:09:17.860089,26140.77,9807969680,5237896060,D5441368,41.58.153.5,Shoprite Purchase,Benin City,South South,False,1,0.448307,MEDIUM,MONITOR
2023-10-24 10:14:52.755946,616241.41,8060872901,5077351633,D3862068,41.58.246.77,Paystack Payment,Kano,North West,False,1,0.45814154,MEDIUM,MONITOR
2023-10-24 10:16:53.019501,55305.09,9368990876,8670243183,D2319309,105.114.94.213,Paystack Payment,Ibadan,South West,False,1,0.46683726,MEDIUM,MONITOR
2023-10-24 10:24:10.740868,3637982.99,9430892417,9500316973,D8026649,41.58.206.167,Local Market Purchase,Port Harcourt,South South,False,1,0.48518074,MEDIUM,MONITOR
2023-10-24 10:25:48.885845,2213990.83,9880761419,3909751017,D3791454,102.89.43.108,Other Transaction,Aba,South East,False,1,0.41433093,MEDIUM,MONITOR
2023-10-24 10:27:28.744468,72508.84,8235715678,4756338372,D3066761,102.89.46.221,DSTV Payment,Kano,North West,False,1,0.38472638,MEDIUM,MONITOR
2023-10-24 10:29:10.117018,202192.25,9559288819,7848391792,D7319200,41.58.204.105,Data Subscription (Airtel),Benin City,South South,False,1,0.549688,HIGH,FLAG_FOR_REVIEW
2023-10-24 10:29:17.435928,1263384.91,9262689023,9893973266,D6169314,197.210.182.194,Data Subscription (Airtel),Enugu,South East,False,1,0.49410933,MEDIUM,MONITOR
2023-10-24 10:37:28.253247,7900.22,9960544108,6865375294,D4236769,102.89.40.199,Flutterwave Payment,Kano,North West,False,1,0.5569002,CRITICAL,BLOCK
2023-10-24 10:40:17.746017,116924.23,9256251468,8282934551,D9327416,197.210.45.119,Ikeja Electric Bill,Kaduna,North West,False,1,0.42163938,MEDIUM,MONITOR
2023-10-24 10:41:36.205560,26625.06,9046688789,8346673067,D1309239,102.89.43.114,Church Offering,Kaduna,North West,False,1,0.41627157,MEDIUM,MONITOR
2023-10-24 10:44:17.610608,3804532.97,8975851224,8284329627,D7517483,102.89.33.53,Other Transaction,Kano,North West,False,1,0.49569437,MEDIUM,MONITOR
2023-10-24 10:47:12.971069,3932.46,9698168751,5385287356,D3907999,41.58.230.132,Arik Air Flight,Kano,North West,False,1,0.43190366,MEDIUM,MONITOR
2023-10-24 10:49:06.464201,9791408.19,9955858318,5546487483,D9546645,41.58.204.127,Arik Air Flight,Abuja,North Central,False,1,0.4437712,MEDIUM,MONITOR
2023-10-24 10:50:37.197640,929453.75,9492813603,4417670502,D9188103,197.210.14.181,ABC Transport Ticket,Kano,North West,False,1,0.4589035,MEDIUM,MONITOR
2023-10-24 10:53:22.768354,783688.52,7969977144,2008322384,D1058742,105.114.77.208,Other Transaction,Ibadan,South West,False,1,0.48399127,MEDIUM,MONITOR
2023-10-24 10:54:00.282077,489031.46,9667259799,8433946303,D6455483,41.58.145.134,ABC Transport Ticket,Aba,South East,False,1,0.48311093,MEDIUM,MONITOR
2023-10-24 10:55:03.692946,2222903.05,9553368324,7686398961,D7752021,41.58.243.103,Data Subscription (Airtel),Ibadan,South West,False,1,0.5247123,HIGH,FLAG_FOR_REVIEW
2023-10-24 10:58:18.066196,33767.38,8695486336,7775896058,D9556625,105.112.70.77,Local Market Purchase,Kaduna,North West,False,1,0.42454025,MEDIUM,MONITOR
2023-10-24 10:58:41.395693,5149.83,8979405764,7231955640,D8660373,41.58.254.251,Paystack Payment,Ibadan,South West,False,1,0.46474093,MEDIUM,MONITOR
2023-10-24 11:03:27.703000,30356.31,9849427001,4334778641,D4345689,105.113.240.129,ABC Transport Ticket,Kano,North West,False,1,0.4073157,MEDIUM,MONITOR
2023-10-24 11:04:06.333220,13068.47,9983236862,3330515772,D2691512,105.112.77.46,Other Transaction,Enugu,South East,False,1,0.4496778,MEDIUM,MONITOR
2023-10-24 11:04:57.014689,115848.38,8693882611,7975500299,D3624963,105.114.72.81,ATM Withdrawal,Abuja,North Central,False,1,0.47182655,MEDIUM,MONITOR
2023-10-24 11:06:32.258905,177793.39,8283956100,8328594546,D5370165,102.89.46.255,Filmhouse Cinemas Ticket,Onitsha,South East,False,1,0.442839,MEDIUM,MONITOR
2023-10-24 11:12:29.079328,41423.86,9917466418,7550813961,D1181654,105.115.252.49,Other Transaction,Enugu,South East,False,1,0.4749398,MEDIUM,MONITOR
2023-10-24 11:17:32.636465,229206.4,9669973270,6753251944,D5550104,41.58.232.174,Bolt Ride,Benin City,South South,False,1,0.43396857,MEDIUM,MONITOR
2023-10-24 11:18:40.826467,2253747.27,8943700837,7300518587,D3112459,197.210.50.179,Flutterwave Payment,Kano,North West,False,1,0.50025636,HIGH,FLAG_FOR_REVIEW
2023-10-24 11:19:27.177876,215526.32,9986906629,3944655784,D1260922,102.89.39.229,Filmhouse Cinemas Ticket,Abuja,North Central,False,1,0.42064163,MEDIUM,MONITOR
2023-10-24 11:19:42.058532,297834.28,9584260316,1046938559,D2572850,197.210.216.80,Other Transaction,Port Harcourt,South South,False,1,0.47485608,MEDIUM,MONITOR
2023-10-24 11:19:48.547763,470974.1,9949677529,6296142541,D5667580,105.115.164.125,ATM Withdrawal,Benin City,South South,False,1,0.4787204,MEDIUM,MONITOR
2023-10-24 11:20:17.933795,511067.19,9441014933,8913683804,D3510691,41.58.193.71,Arik Air Flight,Onitsha,South East,False,1,0.4600758,MEDIUM,MONITOR
2023-10-24 11:20:43.648583,12817.43,9640552164,6178487462,D7163371,102.89.38.247,Konga Order,Abuja,North Central,True,1,0.4544536,MEDIUM,MONITOR
2023-10-24 11:21:23.998974,70761.97,9824508295,1322672909,D8087784,197.210.74.50,Bet9ja Stake,Lagos,South West,False,1,0.62935764,CRITICAL,BLOCK
2023-10-24 11:21:46.684145,2168.12,9704707617,8569958131,D5259138,102.89.35.27,Other Transaction,Ibadan,South West,False,1,0.4416243,MEDIUM,MONITOR
2023-10-24 11:22:13.567278,1000.0,8822719534,4606381681,D4181192,102.89.34.33,Other Transaction,Abuja,North Central,False,1,0.4311596,MEDIUM,MONITOR
2023-10-24 11:25:20.038932,685466.95,9513656127,8853959723,D6160714,41.58.163.107,Shoprite Purchase,Benin City,South South,False,1,0.40886453,MEDIUM,MONITOR
2023-10-24 11:26:51.665961,910233.84,9509612547,7008343534,D1533164,102.89.39.115,Airtime Top-up (MTN),Abuja,North Central,False,1,0.5390288,HIGH,FLAG_FOR_REVIEW
2023-10-24 11:28:44.443385,4340844.07,9293162330,8119447682,D4191032,105.114.69.207,Data Subscription (Airtel),Benin City,South South,False,1,0.56693685,CRITICAL,BLOCK
2023-10-24 11:28:52.214720,113178.44,9505741972,6904295052,D1330229,197.210.192.117,Other Transaction,Abuja,North Central,False,1,0.42459342,MEDIUM,MONITOR
2023-10-24 11:30:37.931837,1006.73,9561047392,9141630657,D5343769,105.112.162.30,Church Offering,Ibadan,South West,False,1,0.4903374,MEDIUM,MONITOR
2023-10-24 11:31:11.172037,1713614.23,9349591536,8510971682,D4253126,102.89.41.2,ATM Withdrawal,Kano,North West,False,1,0.5007145,HIGH,FLAG_FOR_REVIEW
2023-10-24 11:31:16.814923,48906.5,9055823940,1043789047,D2294409,197.210.246.196,SPAR Purchase,Kano,North West,False,1,0.42536095,MEDIUM,MONITOR
2023-10-24 11:33:19.211119,7439.27,9949004024,3812402131,D2486816,105.114.109.170,Church Offering,Ibadan,South West,False,1,0.48355836,MEDIUM,MONITOR
2023-10-24 11:35:09.894913,266675.14,8964587094,1315133977,D2062951,102.89.35.110,Filmhouse Cinemas Ticket,Port Harcourt,South South,False,1,0.60762596,CRITICAL,BLOCK
2023-10-24 11:39:58.755872,428501.39,9681301447,3114224834,D8750551,41.58.221.151,Other Transaction,Enugu,South East,False,1,0.513166,HIGH,FLAG_FOR_REVIEW
2023-10-24 11:44:15.456257,601256.94,8852093465,9023124220,D2512375,102.89.32.77,Data Subscription (Airtel),Onitsha,South East,False,1,0.52962494,HIGH,FLAG_FOR_REVIEW
2023-10-24 11:45:30.211428,40705.0,9705565442,4063702833,D9554848,102.89.42.77,Local Market Purchase,Onitsha,South East,False,1,0.4639224,MEDIUM,MONITOR
2023-10-24 11:47:16.560840,317121.9,9255042926,5550874017,D9219543,102.89.42.225,Shoprite Purchase,Enugu,South East,False,1,0.4110928,MEDIUM,MONITOR
2023-10-24 11:47:17.805653,1202279.42,9796564465,7859968339,D8835882,105.114.74.239,Church Offering,Ibadan,South West,False,1,0.52005446,HIGH,FLAG_FOR_REVIEW
2023-10-24 11:52:40.856138,59228.01,9970372019,5898866645,D4765948,102.89.41.161,Church Offering,Kano,North West,False,1,0.44964916,MEDIUM,MONITOR
2023-10-24 11:54:53.605812,3480.67,9854062811,4444818169,D4321820,102.89.41.247,Other Transaction,Enugu,South East,False,1,0.47020248,MEDIUM,MONITOR
2023-10-24 11:57:38.554386,9430.8,9764194981,5139984621,D6732694,105.114.17.48,Other Transaction,Abuja,North Central,False,1,0.45517167,MEDIUM,MONITOR
2023-10-24 11:58:18.884106,337554.75,9615026851,7035790474,D9842783,102.89.33.186,Flutterwave Payment,Kaduna,North West,False,1,0.500196,HIGH,FLAG_FOR_REVIEW
2023-10-24 11:58:48.167491,3792797.01,8733539227,5769787706,D1627518,102.89.35.31,ATM Withdrawal,Aba,South East,False,1,0.552345,CRITICAL,BLOCK
2023-10-24 12:01:01.816575,485045.57,8606919541,4973053003,D7190800,102.89.33.189,Ikeja Electric Bill,Kaduna,North West,False,1,0.38107857,MEDIUM,MONITOR
2023-10-24 12:01:21.939453,228640.59,9782857307,2880243597,D6301477,41.58.214.163,Jumia Purchase,Enugu,South East,False,1,0.54709923,HIGH,FLAG_FOR_REVIEW
2023-10-24 12:02:00.232656,12639.02,9865017138,4683693051,D8282016,197.210.175.114,Bet9ja Stake,Aba,South East,False,1,0.5567772,CRITICAL,BLOCK
2023-10-24 12:02:12.751961,121568.41,9761055580,5483951858,D4266851,197.210.119.28,Data Subscription (Airtel),Port Harcourt,South South,False,1,0.5467356,HIGH,FLAG_FOR_REVIEW
2023-10-24 12:05:00.999317,8052.69,8416090055,4062937360,D6592041,102.89.38.37,Bet9ja Stake,Onitsha,South East,False,1,0.47060987,MEDIUM,MONITOR
2023-10-24 12:10:54.516688,2679251.98,9312840109,6932006853,D6023250,102.89.38.36,Other Transaction,Enugu,South East,False,1,0.41528708,MEDIUM,MONITOR
2023-10-24 12:16:00.123978,51510.03,9884713648,4984046000,D7573000,102.89.37.176,Filmhouse Cinemas Ticket,Enugu,South East,False,1,0.46562466,MEDIUM,MONITOR
2023-10-24 12:16:09.380162,1160840.15,9813496253,9362592457,D3949955,105.113.212.12,Other Transaction,Enugu,South East,False,1,0.49842665,MEDIUM,MONITOR
2023-10-24 12:17:35.084639,4305525.08,8579720832,4713357175,D3134380,105.114.118.166,POS Withdrawal,Abuja,North Central,False,1,0.47659826,MEDIUM,MONITOR
2023-10-24 12:18:35.351295,304944.86,9704589222,1227995257,D1240129,105.113.141.85,Arik Air Flight,Enugu,South East,False,1,0.50079566,HIGH,FLAG_FOR_REVIEW
2023-10-24 12:20:51.056639,252180.54,9363245038,2179182608,D4614420,105.114.123.75,Other Transaction,Aba,South East,True,1,0.48061708,MEDIUM,MONITOR
2023-10-24 12:21:23.943618,10279.13,9791332717,6087078172,D1796250,102.89.36.59,Shoprite Purchase,Lagos,South West,False,1,0.35069937,MEDIUM,MONITOR
2023-10-24 12:26:28.764840,4145645.01,9759030121,3430081439,D7743013,102.89.35.63,Other Transaction,Kaduna,North West,False,1,0.39536405,MEDIUM,MONITOR
2023-10-24 12:28:38.982537,4058770.22,8049813378,2996395190,D1633680,105.115.19.40,DSTV Payment,Abuja,North Central,False,1,0.35311928,MEDIUM,MONITOR
2023-10-24 12:29:07.785490,2388651.92,9605457452,3462223240,D6995839,102.89.32.0,SPAR Purchase,Benin City,South South,False,1,0.4667373,MEDIUM,MONITOR
2023-10-24 12:29:39.599750,572669.2,8593042626,9112470260,D8673681,102.89.44.50,Other Transaction,Kaduna,North West,False,1,0.40096378,MEDIUM,MONITOR
2023-10-24 12:33:06.783034,355984.68,9783274682,5117986551,D1582040,105.113.83.5,Data Subscription (Airtel),Ibadan,South West,False,1,0.5465944,HIGH,FLAG_FOR_REVIEW
2023-10-24 12:33:10.749878,104734.16,9649999661,6837343201,D5817550,105.114.94.134,Bolt Ride,Lagos,South West,False,1,0.44282484,MEDIUM,MONITOR
2023-10-24 12:34:54.105326,213170.72,9435739160,2436129485,D9625437,41.58.235.50,Other Transaction,Benin City,South South,False,1,0.43237844,MEDIUM,MONITOR
2023-10-24 12:35:11.253890,2797413.79,9741214508,4102507784,D3837880,197.210.199.204,DSTV Payment,Benin City,South South,False,1,0.47796267,MEDIUM,MONITOR
2023-10-24 12:36:54.668066,8914080.14,9652662282,1534926471,D1001091,102.89.42.230,Other Transaction,Abuja,North Central,False,1,0.48588818,MEDIUM,MONITOR
2023-10-24 12:39:32.541950,499844.5,9791834026,7951839813,D9790186,102.89.38.85,DSTV Payment,Kano,North West,False,1,0.35574567,MEDIUM,MONITOR
2023-10-24 12:39:33.821605,274425.05,8646683328,3505829534,D5726229,197.210.153.176,Airtime Top-up (MTN),Benin City,South South,False,1,0.5606118,CRITICAL,BLOCK
2023-10-24 12:39:45.253589,17358.15,8992315339,5956055605,D5650402,41.58.223.137,DSTV Payment,Abuja,North Central,False,1,0.38777494,MEDIUM,MONITOR
2023-10-24 12:40:05.941129,218013.4,9696087777,9944213165,D7126824,197.210.225.34,Shoprite Purchase,Kaduna,North West,False,1,0.41766033,MEDIUM,MONITOR
2023-10-24 12:49:12.448618,406004.65,9676431895,6840665113,D5691953,105.112.67.178,ATM Withdrawal,Kano,North West,False,1,0.45158705,MEDIUM,MONITOR
2023-10-24 12:51:19.048331,6619.44,9888219804,8483346703,D3782643,102.89.42.159,SportyBet Deposit,Kano,North West,False,1,0.40013587,MEDIUM,MONITOR
2023-10-24 12:51:56.406828,29740.76,9803625474,7722246690,D4060394,102.89.39.32,Local Market Purchase,Port Harcourt,South South,False,1,0.5102529,HIGH,FLAG_FOR_REVIEW
2023-10-24 12:53:22.178512,846495.88,8700364000,9770771186,D8629561,102.89.39.61,Bolt Ride,Kano,North West,False,1,0.38809434,MEDIUM,MONITOR
2023-10-24 12:54:50.097137,42690.92,9899429801,9960215652,D5438972,41.58.211.197,Flutterwave Payment,Enugu,South East,False,1,0.56283575,CRITICAL,BLOCK
2023-10-24 12:56:35.066456,96290.7,9904132256,8007708580,D4339663,197.210.238.124,Church Offering,Aba,South East,False,1,0.47537166,MEDIUM,MONITOR
2023-10-24 12:57:40.068176,20402.27,9841387935,8123376390,D8682690,41.58.241.214,SportyBet Deposit,Onitsha,South East,False,1,0.51346993,HIGH,FLAG_FOR_REVIEW
2023-10-24 13:00:04.215019,1594129.73,9489473039,5903591270,D3119565,197.210.115.73,ATM Withdrawal,Abuja,North Central,False,1,0.547247,HIGH,FLAG_FOR_REVIEW
2023-10-24 13:00:30.780068,2589522.23,9822598380,9177657785,D7597228,41.58.175.180,Other Transaction,Onitsha,South East,False,1,0.4316978,MEDIUM,MONITOR
2023-10-24 13:03:03.603604,774491.44,9934793010,9708207459,D4527052,41.58.239.178,Airtime Top-up (MTN),Enugu,South East,False,1,0.50422674,HIGH,FLAG_FOR_REVIEW
2023-10-24 13:06:03.485121,36510.21,9424517442,8039653920,D6559644,102.89.42.67,Other Transaction,Port Harcourt,South South,False,1,0.40908462,MEDIUM,MONITOR
2023-10-24 13:09:12.480847,490998.98,8106779311,4066765848,D1930405,105.112.36.240,Other Transaction,Kaduna,North West,False,1,0.43776926,MEDIUM,MONITOR
2023-10-24 13:09:15.975417,240412.91,8589732589,9542047032,D7477746,102.89.35.214,Other Transaction,Ibadan,South West,False,1,0.46979663,MEDIUM,MONITOR
2023-10-24 13:14:54.197634,105889.32,9322912987,4547582600,D1341001,105.113.69.226,Other Transaction,Benin City,South South,False,1,0.4134245,MEDIUM,MONITOR
2023-10-24 13:17:35.892418,661190.77,9692282376,6927630003,D8014448,41.58.179.219,SportyBet Deposit,Abuja,North Central,False,1,0.4527579,MEDIUM,MONITOR
2023-10-24 13:17:54.355813,545281.89,9476526322,2335116337,D1786346,102.89.47.158,Other Transaction,Ibadan,South West,False,1,0.5111061,HIGH,FLAG_FOR_REVIEW
2023-10-24 13:22:05.979681,10000.0,9012234483,3789499962,D7677839,105.112.78.134,Airtime Top-up (MTN),Abuja,North Central,False,1,0.5322735,HIGH,FLAG_FOR_REVIEW
2023-10-24 13:22:27.644442,6887.99,9295787898,1169484304,D3076759,102.89.41.146,Konga Order,Aba,South East,False,1,0.438404,MEDIUM,MONITOR
2023-10-24 13:23:43.743113,53139.62,8200430814,7335877560,D3062985,102.89.47.227,Other Transaction,Abuja,North Central,False,1,0.48610348,MEDIUM,MONITOR
2023-10-24 13:25:29.379274,2611726.3,8336101881,1437022516,D8105808,105.113.83.135,Bolt Ride,Kano,North West,False,1,0.6145036,CRITICAL,BLOCK
2023-10-24 13:26:39.422491,20195.45,9983514325,5428564504,D8934460,197.210.64.83,Bolt Ride,Kano,North West,False,1,0.41534683,MEDIUM,MONITOR
2023-10-24 13:27:51.367051,30419.24,9062284005,8295104261,D4197669,41.58.226.199,Church Offering,Aba,South East,False,1,0.4955605,MEDIUM,MONITOR
2023-10-24 13:29:16.691712,71462.58,9709282882,6835982413,D7650422,102.89.34.138,Bolt Ride,Benin City,South South,False,1,0.4566636,MEDIUM,MONITOR
2023-10-24 13:29:27.610816,18752.57,9712632215,3234322037,D6914282,197.210.211.0,SportyBet Deposit,Ibadan,South West,False,1,0.4386725,MEDIUM,MONITOR
2023-10-24 13:30:00.067314,202076.67,9456525001,6254201409,D9988194,41.58.246.9,SPAR Purchase,Aba,South East,False,1,0.46806842,MEDIUM,MONITOR
2023-10-24 13:31:46.307206,1403305.03,9769089673,2045383792,D6759986,102.89.42.192,Flutterwave Payment,Benin City,South South,False,1,0.46262884,MEDIUM,MONITOR
2023-10-24 13:33:15.421521,2510108.77,9733105614,8458550649,D8089488,102.89.40.228,Bolt Ride,Abuja,North Central,False,1,0.49732855,MEDIUM,MONITOR
2023-10-24 13:38:45.657070,1752200.39,9366041036,9764618284,D2445888,102.89.44.164,Bet9ja Stake,Kano,North West,True,1,0.50590825,HIGH,FLAG_FOR_REVIEW
2023-10-24 13:41:53.967186,37831.86,9984641179,6883062690,D4656957,102.89.34.101,ABC Transport Ticket,Enugu,South East,False,1,0.38105246,MEDIUM,MONITOR
2023-10-24 13:42:52.836532,912997.21,7636156057,9825191254,D5055897,105.114.80.175,Filmhouse Cinemas Ticket,Abuja,North Central,False,1,0.4613525,MEDIUM,MONITOR
2023-10-24 13:43:38.724470,179298.87,9480225892,9453814809,D2011212,102.89.40.116,Other Transaction,Aba,South East,False,1,0.4159086,MEDIUM,MONITOR
